,School Name,School Type,Town,Grade,% African American,% Asian,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,% Graduated,% Still in School,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
1035,Mohawk Trail Regional High,Public School,Shelburne Falls,"07,08,09,10,11,12",0.5,1.2,0.2,0.0,3.8,49.8,50.2,12.3,452.0,81.9,4.8,4.0,23.0,24.0,26.0,11.0,545.0,510.0,546.0
1036,Sanderson Academy,Public School,Ashfield,"PK,K,01,02,03,04,05,06",0.0,0.7,0.7,0.7,2.1,56.6,43.4,16.8,147.0,,,,,,,,,,
1037,Chatham Elementary School,Public School,Chatham,"PK,K,01,02,03,04",5.1,0.4,0.0,0.7,3.7,48.0,52.0,17.2,287.0,,,,,,,,,,
1038,Harwich Elementary School,Public School,Harwich,"PK,K,01,02,03,04",4.4,0.5,0.7,0.2,5.3,51.4,48.6,19.3,603.0,,,,,,,,,,
1039,Monomoy Regional High School,Public School,Harwich,"08,09,10,11,12",6.5,2.2,0.7,0.0,4.2,50.1,49.9,12.3,613.0,89.5,5.3,28.0,40.0,45.0,36.0,20.0,546.0,524.0,532.0
1040,Monomoy Regional Middle School,Public School,Chatham,"05,06,07",4.5,0.9,0.7,0.5,4.7,47.9,52.1,15.2,445.0,,,,,,,,,,
1041,Granite Valley Middle,Public School,Monson,"05,06,07,08",1.0,0.6,0.3,1.3,1.6,49.2,50.8,16.0,342.0,,,,,,,,,,
1042,Monson High School,Public School,Monson,"09,10,11,12",0.7,0.7,0.0,0.3,2.4,49.8,50.2,14.7,310.0,96.7,1.1,31.0,42.0,30.0,13.0,9.0,497.0,480.0,500.0
1043,Quarry Hill Community School,Public School,Monson,"PK,K,01,02,03,04",1.1,1.1,0.3,0.3,1.6,53.3,46.7,20.9,397.0,,,,,,,,,,
1044,Montachusett Regional Vocational Technical,Public School,Fitchburg,"09,10,11,12",0.9,1.0,0.1,0.0,4.1,54.6,45.2,18.7,1419.0,98.6,1.2,68.0,75.0,29.0,12.0,3.0,473.0,440.0,470.0
1045,Mt Greylock Regional High,Public School,Williamstown,"07,08,09,10,11,12",1.4,1.1,0.2,0.0,4.8,49.3,50.7,13.3,552.0,92.6,3.7,22.0,39.0,78.0,59.0,38.0,593.0,577.0,585.0
1046,Mystic Valley Regional Charter School,Charter School,Malden,"K,01,02,03,04,05,06,07,08,09,10,11,12",17.0,17.2,0.3,0.0,4.4,48.5,51.5,22.7,1491.0,99.0,0.0,,,,,,538.0,525.0,562.0
1047,Johnson,Public School,Nahant,"PK,K,01,02,03,04,05,06",0.0,0.0,0.0,0.0,0.0,50.7,49.3,18.1,150.0,,,,,,,,,,
1048,Cyrus Peirce,Public School,Nantucket,"06,07,08",11.9,1.2,0.0,0.3,5.5,49.4,50.6,15.9,334.0,,,,,,,,,,
1049,Nantucket Elementary,Public School,Nantucket,"PK,K,01,02,03,04,05",9.6,2.0,0.0,0.1,2.8,51.6,48.4,20.5,734.0,,,,,,,,,,
1050,Nantucket High,Public School,Nantucket,"09,10,11,12",12.5,1.5,0.4,0.0,3.0,52.4,47.6,12.8,526.0,83.3,10.3,63.0,38.0,61.0,24.0,28.0,524.0,511.0,490.0
1051,Baldwinville Elementary,Public School,Baldwinville,"02,03,04",0.7,0.4,0.4,0.4,4.0,55.6,44.4,22.6,249.0,,,,,,,,,,
1052,Narragansett Middle,Public School,Baldwinville,"05,06,07,08",1.0,0.2,0.0,0.2,2.9,52.0,48.0,19.5,415.0,,,,,,,,,,
1053,Narragansett Regional High,Public School,Baldwinville,"09,10,11,12",0.8,0.8,0.0,0.0,3.2,48.7,51.3,11.9,407.0,87.6,3.1,28.0,52.0,29.0,26.0,9.0,502.0,487.0,510.0
1054,Phillipston Memorial,Public School,Phillipston,"PK,K,01,02,03,04",1.2,0.0,0.6,0.0,4.9,53.4,46.6,17.3,163.0,,,,,,,,,,
1055,Templeton Center,Public School,Baldwinville,"K,01",0.0,0.6,0.0,0.0,1.3,58.9,41.1,21.0,168.0,,,,,,,,,,
1056,Center School,Public School,Stow,"PK,K,01,02,03,04,05",0.7,4.4,0.3,0.0,1.6,50.1,49.9,21.0,599.0,,,,,,,,,,
1057,Florence Sawyer School,Public School,Bolton,"PK,K,01,02,03,04,05,06,07,08",0.4,4.1,0.0,0.0,2.7,49.4,50.6,20.8,774.0,,,,,,,,,,
1058,Hale,Public School,Stow,"06,07,08",1.4,4.2,0.0,0.0,0.3,52.3,47.7,19.8,288.0,,,,,,,,,,
1059,Luther Burbank Middle School,Public School,Lancaster,"06,07,08",3.2,2.4,0.0,0.8,2.0,53.8,46.2,17.7,247.0,,,,,,,,,,
1060,Mary Rowlandson Elementary,Public School,Lancaster,"PK,K,01,02,03,04,05",0.8,1.2,0.2,0.0,2.7,52.4,47.6,20.4,482.0,,,,,,,,,,
1061,Nashoba Regional,Public School,Bolton,"09,10,11,12",1.6,2.3,0.2,0.0,3.9,48.8,51.2,14.5,1049.0,94.5,1.1,22.0,54.0,105.0,171.0,168.0,552.0,539.0,563.0
1062,Nashoba Valley Technical High School,Public School,Westford,"09,10,11,12",0.7,0.8,0.8,0.0,2.7,58.9,41.0,15.6,706.0,96.8,1.3,77.0,38.0,15.0,2.0,0.0,469.0,426.0,469.0
1063,Bennett-Hemenway,Public School,Natick,"K,01,02,03,04",2.4,10.9,0.0,0.2,7.4,50.5,49.5,22.2,642.0,,,,,,,,,,
1064,Brown,Public School,Natick,"K,01,02,03,04",1.2,23.7,0.2,0.0,4.3,54.2,45.8,20.7,476.0,,,,,,,,,,
1065,J F Kennedy Middle School,Public School,Natick,"05,06,07,08",1.8,9.7,0.2,0.0,4.3,48.2,51.8,21.5,677.0,,,,,,,,,,
1066,Johnson,Public School,Natick,"K,01,02,03,04",2.3,3.6,0.0,0.0,8.6,56.3,43.7,22.8,228.0,,,,,,,,,,
1067,Lilja Elementary,Public School,Natick,"K,01,02,03,04",3.1,9.4,0.0,0.0,4.6,48.4,51.6,18.5,434.0,,,,,,,,,,
1068,Memorial,Public School,Natick,"K,01,02,03,04",1.2,4.8,0.0,0.0,5.1,54.8,45.2,19.6,412.0,,,,,,,,,,
1069,Natick High,Public School,Natick,"PK,09,10,11,12",3.5,7.7,0.1,0.1,3.0,50.3,49.7,17.3,1653.0,98.4,0.3,69.0,76.0,136.0,225.0,226.0,555.0,538.0,565.0
1070,Wilson Middle,Public School,Natick,"05,06,07,08",3.3,5.6,0.1,0.1,6.5,49.9,50.1,22.6,936.0,,,,,,,,,,
1071,Nauset Regional High,Public School,North Eastham,"09,10,11,12",4.5,2.7,0.5,0.1,2.5,47.5,52.5,13.7,960.0,93.3,5.2,34.0,112.0,163.0,162.0,130.0,526.0,515.0,530.0
1072,Nauset Regional Middle,Public School,Orleans,"06,07,08",3.6,1.9,0.4,0.2,2.2,50.5,49.5,16.9,546.0,,,,,,,,,,
1073,Broadmeadow,Public School,Needham,"K,01,02,03,04,05",1.1,7.4,0.0,0.0,5.6,47.7,52.3,21.6,556.0,,,,,,,,,,
1074,High Rock School,Public School,Needham,6,1.9,7.1,0.0,0.0,5.7,47.5,52.5,19.4,455.0,,,,,,,,,,
1075,Hillside Elementary,Public School,Needham,"K,01,02,03,04,05",3.8,10.0,0.0,0.0,6.4,51.9,48.1,21.4,467.0,,,,,,,,,,
1076,John Eliot,Public School,Needham,"K,01,02,03,04,05",5.4,13.0,0.0,0.0,4.1,48.7,51.3,20.0,397.0,,,,,,,,,,
1077,Needham High,Public School,Needham,"09,10,11,12",3.4,7.7,0.1,0.1,3.0,49.7,50.3,17.5,1660.0,99.0,0.7,10.0,50.0,162.0,242.0,343.0,575.0,571.0,584.0
1078,Newman Elementary,Public School,Needham,"PK,K,01,02,03,04,05",4.0,8.8,0.0,0.1,6.0,51.3,48.8,20.8,733.0,,,,,,,,,,
1079,Pollard Middle,Public School,Needham,"07,08",1.9,8.7,0.2,0.0,4.8,48.7,51.3,18.4,847.0,,,,,,,,,,
1080,William Mitchell,Public School,Needham,"K,01,02,03,04,05",1.2,7.5,0.0,0.0,4.6,48.9,51.1,20.6,496.0,,,,,,,,,,
1081,Neighborhood House Charter School,Charter School,Dorchester,"PK,K,01,02,03,04,05,06,07,08",51.0,4.4,0.9,0.0,6.6,50.5,49.5,26.2,395.0,,,,,,,,,,
1082,Abraham Lincoln,Public School,New Bedford,"K,01,02,03,04,05",8.9,0.5,0.3,0.0,6.3,51.7,48.3,23.9,829.0,,,,,,,,,,
1083,Alfred J Gomes,Public School,New Bedford,"PK,K,01,02,03,04,05",11.9,0.4,0.4,0.2,3.1,53.8,46.2,21.3,720.0,,,,,,,,,,
1084,Betsey B Winslow,Public School,New Bedford,"K,01,02,03,04,05",6.4,2.7,0.3,0.3,10.1,45.8,54.2,23.2,326.0,,,,,,,,,,
1085,Carlos Pacheco,Public School,New Bedford,"PK,K,01,02,03,04,05",16.0,1.0,0.5,0.0,4.5,54.3,45.7,24.1,422.0,,,,,,,,,,
1086,Casimir Pulaski,Public School,New Bedford,"PK,K,01,02,03,04,05",6.4,1.4,0.1,0.0,5.5,56.4,43.6,17.7,750.0,,,,,,,,,,
1087,Charles S Ashley,Public School,New Bedford,"K,01,02,03,04,05",4.2,0.9,0.3,0.0,3.6,53.5,46.5,19.0,336.0,,,,,,,,,,
1088,Elizabeth Carter Brooks,Public School,New Bedford,"PK,K,01,02,03,04,05",9.3,1.7,1.4,0.3,4.8,46.4,53.6,19.7,308.0,,,,,,,,,,
1089,Ellen R Hathaway,Public School,New Bedford,"K,01,02,03,04,05",10.1,1.4,0.7,0.3,5.6,49.3,50.7,20.9,359.0,,,,,,,,,,
1090,Elwyn G Campbell,Public School,New Bedford,"PK,K,01,02,03,04,05",5.5,1.5,0.4,0.0,6.5,48.4,51.6,18.0,258.0,,,,,,,,,,
1091,Hayden/McFadden,Public School,New Bedford,"PK,K,01,02,03,04,05",10.9,0.3,1.0,0.0,4.8,52.3,47.7,18.8,703.0,,,,,,,,,,
1092,James B Congdon,Public School,New Bedford,"K,01,02,03,04,05",11.8,0.3,0.5,0.3,6.6,43.1,56.9,23.4,420.0,,,,,,,,,,
1093,Jireh Swift,Public School,New Bedford,"K,01,02,03,04,05",3.0,1.7,0.0,0.0,2.1,49.4,50.6,20.8,245.0,,,,,,,,,,
1094,John Avery Parker,Public School,New Bedford,"PK,K,01,02,03,04,05",15.2,0.0,0.3,0.3,7.1,55.2,44.8,22.8,308.0,,,,,,,,,,
1095,John B Devalles,Public School,New Bedford,"K,01,02,03,04,05",13.0,0.9,0.0,0.0,3.0,52.1,47.9,16.7,370.0,,,,,,,,,,
1096,John Hannigan,Public School,New Bedford,"PK,K,01,02,03,04,05",13.9,0.0,0.5,0.0,3.2,48.5,51.5,21.6,241.0,,,,,,,,,,
1097,Keith Middle School,Public School,New Bedford,"06,07,08",14.9,1.1,0.6,0.3,5.9,51.3,48.7,22.1,876.0,,,,,,,,,,
1098,New Bedford High,Public School,New Bedford,"09,10,11,12",13.0,1.1,0.8,0.4,3.9,53.5,46.5,15.6,2101.0,65.2,12.9,181.0,187.0,68.0,27.0,14.0,449.0,421.0,449.0
1099,Normandin Middle School,Public School,New Bedford,"06,07,08",7.3,1.1,0.6,0.2,4.8,53.1,46.9,17.5,1138.0,,,,,,,,,,
1100,Renaissance Community School for the Arts,Public School,New Bedford,"PK,K,01,02,03,04,05",17.8,0.0,0.0,0.4,3.2,41.3,58.7,20.3,235.0,,,,,,,,,,
1101,Roosevelt Middle School,Public School,New Bedford,"06,07,08",15.0,0.5,0.4,0.1,5.8,51.8,48.2,20.5,771.0,,,,,,,,,,
1102,Sgt Wm H Carney Academy,Public School,New Bedford,"PK,K,01,02,03,04,05",20.1,0.9,0.1,0.0,9.9,57.8,42.2,18.0,815.0,,,,,,,,,,
1103,Thomas R Rodman,Public School,New Bedford,"K,01,02,03,04,05",6.0,3.2,0.0,0.0,4.6,57.6,42.4,18.8,225.0,,,,,,,,,,
1104,Trinity Day Academy,Public School,New Bedford,"06,07,08,09,10,11,12",7.9,0.0,1.6,0.0,3.2,68.3,31.7,8.4,71.0,38.5,7.7,,,,,,,,
1105,Whaling City Junior/Senior High School,Public School,New Bedford,"06,07,08,09,10,11,12",22.7,0.9,0.0,0.0,8.2,73.6,26.4,7.7,111.0,11.4,11.4,,,,,,,,
1106,William H Taylor,Public School,New Bedford,"K,01,02,03,04,05",7.4,0.0,0.0,0.0,7.4,48.9,51.1,20.8,236.0,,,,,,,,,,
1107,Swift River,Public School,New Salem,"PK,K,01,02,03,04,05,06",0.0,1.2,0.0,0.0,5.9,51.5,48.5,20.1,167.0,,,,,,,,,,
1108,Edward G. Molin Elementary School,Public School,Newburyport,"04,05",2.1,2.7,0.0,0.0,1.8,51.4,48.6,22.6,366.0,,,,,,,,,,
1109,Francis T Bresnahan Elementary,Public School,Newburyport,"PK,K,01,02,03",1.1,1.2,0.2,0.0,0.6,50.4,49.6,17.5,660.0,,,,,,,,,,
1110,Newburyport High,Public School,Newburyport,"09,10,11,12",1.2,1.5,0.0,0.0,2.2,47.2,52.6,16.3,788.0,96.1,2.8,2.0,25.0,63.0,102.0,80.0,549.0,544.0,563.0
1111,Rupert A Nock Middle,Public School,Newburyport,"06,07,08",0.4,1.5,0.0,0.0,2.0,53.9,46.1,19.2,520.0,,,,,,,,,,
1112,A E Angier,Public School,Waban,"K,01,02,03,04,05",3.3,14.7,0.0,0.0,6.4,46.3,53.7,21.1,412.0,,,,,,,,,,
1113,Bigelow Middle,Public School,Newton,"06,07,08",5.9,15.0,0.8,0.2,6.5,48.8,51.2,18.6,521.0,,,,,,,,,,
1114,Bowen,Public School,Newton Centre,"K,01,02,03,04,05",6.7,28.8,0.2,0.0,5.5,52.3,47.7,19.1,447.0,,,,,,,,,,
1115,C C Burr,Public School,Auburndale,"K,01,02,03,04,05",3.5,20.4,0.2,0.0,5.5,51.0,49.0,20.8,420.0,,,,,,,,,,
1116,Cabot,Public School,Newtonville,"K,01,02,03,04,05",3.8,13.3,0.0,0.0,6.5,46.8,53.3,19.7,409.0,,,,,,,,,,
1117,Charles E Brown Middle,Public School,Newton Centre,"06,07,08",3.9,21.1,0.1,0.0,6.1,54.4,45.6,20.7,785.0,,,,,,,,,,
1118,Countryside,Public School,Newton Highlands,"K,01,02,03,04,05",3.7,22.7,0.2,0.0,7.6,47.5,52.5,20.0,454.0,,,,,,,,,,
1119,F A Day Middle,Public School,Newtonville,"06,07,08",6.5,13.6,0.2,0.0,7.1,53.9,46.1,19.7,947.0,,,,,,,,,,
1120,Franklin,Public School,West Newton,"K,01,02,03,04,05",3.4,12.6,0.2,0.0,4.5,45.7,54.3,19.5,423.0,,,,,,,,,,
1121,Horace Mann,Public School,Newtonville,"K,01,02,03,04,05",3.8,18.2,0.0,0.0,7.7,55.9,44.1,21.4,418.0,,,,,,,,,,
1122,John Ward,Public School,Newton Centre,"K,01,02,03,04,05",3.2,15.4,0.0,0.0,7.4,45.2,54.8,18.8,309.0,,,,,,,,,,
1123,Lincoln-Eliot,Public School,Newton,"K,01,02,03,04,05",8.7,17.3,0.0,0.0,5.5,48.6,51.4,18.8,345.0,,,,,,,,,,
1124,Mason-Rice,Public School,Newton Centre,"K,01,02,03,04,05",1.4,13.2,0.0,0.0,6.9,53.5,46.5,22.0,499.0,,,,,,,,,,
1125,Memorial Spaulding,Public School,Newton Centre,"K,01,02,03,04,05",2.6,25.6,0.0,0.0,6.2,52.0,48.0,21.6,463.0,,,,,,,,,,
1126,Newton Early Childhood Center,Public School,Newton,PK,5.7,24.9,0.0,0.0,8.8,64.2,35.8,22.3,282.0,,,,,,,,,,
1127,Newton North High,Public School,Newtonville,"09,10,11,12",5.0,14.3,0.2,0.1,4.7,49.9,50.1,15.9,2128.0,98.2,1.6,14.0,53.0,148.0,282.0,372.0,580.0,572.0,598.0
1128,Newton South High,Public School,Newton Centre,"09,10,11,12",5.9,19.6,0.1,0.0,4.3,50.9,49.1,13.9,1830.0,98.9,0.9,30.0,74.0,157.0,300.0,457.0,596.0,599.0,620.0
1129,Oak Hill Middle,Public School,Newton Centre,"06,07,08",5.0,22.1,0.2,0.0,7.5,45.4,54.6,17.2,612.0,,,,,,,,,,
1130,Peirce,Public School,West Newton,"K,01,02,03,04,05",4.3,19.1,0.0,0.7,6.4,51.2,48.8,20.3,316.0,,,,,,,,,,
1131,Underwood,Public School,Newton Corner,"K,01,02,03,04,05",3.8,17.9,0.0,0.0,2.9,47.6,52.4,18.4,323.0,,,,,,,,,,
1132,Williams,Public School,Auburndale,"K,01,02,03,04,05",3.1,25.6,0.3,0.0,4.1,56.7,43.3,20.5,299.0,,,,,,,,,,
1133,Zervas,Public School,Newtonville,"K,01,02,03,04,05",4.7,18.1,0.3,0.3,7.1,52.2,47.8,19.2,319.0,,,,,,,,,,
1134,Freeman-Kennedy School,Public School,Norfolk,"03,04,05,06",1.4,1.6,0.0,0.0,3.2,53.7,46.3,22.4,478.0,,,,,,,,,,
1135,H Olive Day,Public School,Norfolk,"PK,K,01,02",0.5,2.7,0.0,0.0,2.9,56.1,43.9,19.1,444.0,,,,,,,,,,
1136,Norfolk County Agricultural,Public School,Walpole,"09,10,11,12",1.5,0.9,0.4,0.0,2.8,28.7,71.3,16.5,522.0,100.0,0.0,,,,,,504.0,485.0,507.0
1137,Brayton,Public School,North Adams,"PK,K,01,02,03,04,05,06,07",2.6,0.3,0.0,0.0,7.2,50.1,49.9,15.7,423.0,,,,,,,,,,
1138,Colegrove Park Elementary,Public School,North Adams,"K,01,02,03,04,05,06,07",4.8,0.3,0.0,0.0,5.1,50.0,50.0,17.8,321.0,,,,,,,,,,
1139,Drury High,Public School,North Adams,"08,09,10,11,12",3.4,0.0,0.2,0.2,7.3,47.6,52.4,11.0,437.0,81.4,8.5,102.0,88.0,45.0,9.0,4.0,472.0,468.0,477.0
1140,Greylock,Public School,North Adams,"K,01,02,03,04,05,06,07",2.6,2.0,0.0,0.7,7.9,53.3,46.7,18.9,302.0,,,,,,,,,,
1141,Annie L Sargent School,Public School,North Andover,"K,01,02,03,04,05",1.6,6.7,0.7,0.0,4.0,51.8,48.2,22.1,525.0,,,,,,,,,,
1142,Atkinson,Public School,North Andover,"PK,K,01,02,03,04,05",6.4,11.5,0.2,0.0,3.5,51.2,48.8,21.3,539.0,,,,,,,,,,
1143,Franklin,Public School,North Andover,"K,01,02,03,04,05",1.7,13.4,0.6,0.0,2.7,55.6,44.4,24.0,502.0,,,,,,,,,,
1144,Kittredge,Public School,North Andover,"K,01,02,03,04,05",3.0,6.4,0.0,0.7,4.1,55.4,44.6,24.8,294.0,,,,,,,,,,
1145,North Andover High,Public School,North Andover,"09,10,11,12",3.2,6.9,0.2,0.4,1.6,46.3,53.7,18.6,1414.0,97.0,1.2,5.0,35.0,136.0,143.0,85.0,523.0,517.0,530.0
1146,North Andover Middle,Public School,North Andover,"06,07,08",3.0,7.4,0.2,0.2,1.8,52.1,47.9,24.6,1149.0,,,,,,,,,,
1147,Thomson,Public School,North Andover,"K,01,02,03,04,05",3.3,5.8,0.0,0.0,4.4,49.2,50.8,23.9,330.0,,,,,,,,,,
1148,Amvet Boulevard,Public School,North Attleborough,"K,01,02,03,04,05",3.0,8.4,0.5,0.0,2.5,49.6,50.4,19.1,401.0,,,,,,,,,,
1149,Community,Public School,North Attleborough,"K,01,02,03,04,05",7.4,3.6,0.3,0.0,9.2,52.8,47.2,13.2,314.0,,,,,,,,,,
1150,Falls,Public School,North Attleborough,"K,01,02,03,04,05",2.8,4.6,0.0,0.4,3.9,52.5,47.5,15.0,270.0,,,,,,,,,,
1151,Joseph W Martin Jr Elementary,Public School,North Attleborough,"K,01,02,03,04,05",2.8,5.9,0.0,0.3,4.2,49.6,50.4,24.6,709.0,,,,,,,,,,
1152,North Attleboro High,Public School,North Attleborough,"09,10,11,12",2.8,5.7,0.4,0.1,1.7,49.5,50.5,16.9,1182.0,94.3,2.7,11.0,34.0,95.0,125.0,103.0,530.0,508.0,537.0
1153,North Attleborough Early Learning Center,Public School,North Attleborough,PK,4.4,13.2,1.5,0.7,7.4,56.6,43.4,12.2,158.0,,,,,,,,,,
1154,North Attleborough Middle,Public School,North Attleborough,"06,07,08",2.2,6.0,0.3,0.1,3.2,52.5,47.5,20.3,1151.0,,,,,,,,,,
1155,Roosevelt Avenue,Public School,North Attleborough,"K,01,02,03,04,05",0.6,6.7,0.0,0.0,4.8,45.2,54.8,21.2,295.0,,,,,,,,,,
1156,North Brookfield Elementary,Public School,North Brookfield,"PK,K,01,02,03,04,05,06",0.6,0.0,0.0,0.0,4.0,58.4,41.6,21.0,331.0,,,,,,,,,,
1157,North Brookfield High,Public School,North Brookfield,"07,08,09,10,11,12",1.3,0.9,0.0,0.0,2.6,43.9,56.1,13.0,230.0,92.3,5.1,8.0,15.0,7.0,6.0,0.0,501.0,480.0,466.0
1158,Ashby Elementary,Public School,Ashby,"K,01,02,03,04",1.4,0.0,0.0,0.0,0.0,56.0,44.0,18.9,198.0,,,,,,,,,,
1159,Hawthorne Brook,Public School,Townsend,"05,06,07,08",0.6,1.0,0.0,0.2,3.9,48.2,51.8,18.3,506.0,,,,,,,,,,
1160,Nissitissit Middle School,Public School,Pepperell,"05,06,07,08",1.1,1.7,0.2,0.0,2.9,54.0,46.0,20.5,546.0,,,,,,,,,,
1161,North Middlesex Regional,Public School,Townsend,"09,10,11,12",1.3,0.8,0.0,0.1,1.9,48.1,51.9,17.0,830.0,96.3,1.2,40.0,54.0,97.0,53.0,20.0,520.0,498.0,535.0
1162,Peter Fitzpatrick School,Public School,Pepperell,,0.0,0.0,0.0,0.0,0.0,60.0,40.0,8.0,8.0,,,,,,,,,,
1163,Spaulding Memorial,Public School,Townsend,"K,01,02,03,04",1.9,1.9,0.2,0.0,2.8,49.9,50.1,21.0,455.0,,,,,,,,,,
1164,Squannacook Early Childhood Center,Public School,Townsend,PK,2.5,2.5,0.0,0.0,0.0,63.3,36.7,12.6,88.0,,,,,,,,,,
1165,Varnum Brook,Public School,Pepperell,"K,01,02,03,04",2.1,0.7,0.2,0.0,4.8,53.1,46.9,21.8,579.0,,,,,,,,,,
1166,E Ethel Little School,Public School,North Reading,"PK,K,01,02,03,04,05",0.6,4.3,0.0,0.3,5.0,54.7,45.3,17.9,333.0,,,,,,,,,,
1167,J Turner Hood,Public School,North Reading,"PK,K,01,02,03,04,05",1.5,5.3,0.0,0.0,2.9,51.3,48.7,16.0,349.0,,,,,,,,,,
1168,L D Batchelder,Public School,North Reading,"K,01,02,03,04,05",0.2,3.4,0.0,0.0,2.5,48.4,51.6,22.7,463.0,,,,,,,,,,
1169,North Reading High,Public School,North Reading,"09,10,11,12",0.4,2.7,0.0,0.2,0.9,49.9,50.1,20.2,797.0,93.4,3.6,63.0,109.0,134.0,101.0,76.0,551.0,541.0,554.0
1170,North Reading Middle,Public School,North Reading,"06,07,08",0.7,2.8,0.0,0.2,3.1,49.3,50.7,17.8,611.0,,,,,,,,,,
1171,Bridge Street,Public School,Northampton,"PK,K,01,02,03,04,05",2.6,6.0,0.8,0.0,8.6,55.6,44.4,17.1,300.0,,,,,,,,,,
1172,Jackson Street,Public School,Northampton,"K,01,02,03,04,05",6.1,6.7,0.0,0.0,10.0,46.7,53.3,18.9,316.0,,,,,,,,,,
1173,John F Kennedy Middle School,Public School,Florence,"06,07,08",2.7,2.4,0.3,0.0,5.6,48.6,51.4,12.3,605.0,,,,,,,,,,
1174,Leeds,Public School,Leeds,"PK,K,01,02,03,04,05",1.5,2.1,0.3,0.0,7.1,54.0,46.0,19.5,333.0,,,,,,,,,,
1175,Northampton High,Public School,Northampton,"09,10,11,12",2.4,5.0,0.1,0.0,4.1,46.8,53.2,17.2,889.0,93.0,1.3,39.0,119.0,162.0,168.0,152.0,585.0,556.0,576.0
1176,R. K. Finn Ryan Road,Public School,Florence,"K,01,02,03,04,05",1.8,3.9,0.0,0.0,5.3,53.1,46.9,19.7,230.0,,,,,,,,,,
1177,Smith Vocational and Agricultural High,Public School,Northampton,"09,10,11,12",1.6,1.0,0.0,0.0,1.4,60.9,39.1,13.0,461.0,93.3,1.9,,,,,,,,
1178,Algonquin Regional High,Public School,Northborough,"09,10,11,12",1.2,10.2,0.1,0.3,2.6,47.1,52.9,16.4,1456.0,95.7,1.6,12.0,59.0,209.0,261.0,218.0,551.0,552.0,566.0
1179,Fannie E Proctor,Public School,Northborough,"K,01,02,03,04,05",2.5,13.0,0.0,0.4,2.9,54.0,46.0,17.6,270.0,,,,,,,,,,
1180,Lincoln Street,Public School,Northborough,"K,01,02,03,04,05",1.5,10.7,1.1,0.4,3.8,47.5,52.5,17.6,267.0,,,,,,,,,,
1181,Marguerite E Peaslee,Public School,Northborough,"K,01,02,03,04,05",0.7,15.2,0.4,0.7,3.7,52.8,47.2,20.4,287.0,,,,,,,,,,
1182,Marion E Zeh,Public School,Northborough,"PK,K,01,02,03,04,05",2.0,14.9,0.0,0.3,3.3,52.5,47.5,17.6,275.0,,,,,,,,,,
1183,Robert E. Melican Middle School,Public School,Northborough,"06,07,08",1.4,9.5,0.6,0.3,4.1,54.0,46.0,17.4,650.0,,,,,,,,,,
1184,Northbridge Elementary,Public School,Whitinsville,"PK,K,01",0.3,1.3,0.3,0.0,5.4,51.5,48.5,17.6,447.0,,,,,,,,,,
1185,Northbridge High,Public School,Whitinsville,"09,10,11,12",0.5,1.2,0.0,0.0,2.7,52.4,47.6,12.9,604.0,90.1,2.0,48.0,71.0,46.0,30.0,11.0,498.0,470.0,490.0
1186,Northbridge Middle,Public School,Whitinsville,"05,06,07,08",0.5,1.0,0.0,0.3,3.4,53.8,46.2,22.6,783.0,,,,,,,,,,
1187,W Edward Balmer,Public School,Whitinsville,"02,03,04",0.4,0.6,0.0,0.0,4.6,49.5,50.5,23.5,564.0,,,,,,,,,,
1188,Northeast Metro Regional Vocational,Public School,Wakefield,"09,10,11,12",2.9,1.7,0.0,0.2,1.6,54.1,45.9,19.4,1257.0,96.6,2.4,,,,,,439.0,423.0,444.0
1189,Charles McCann Vocational Technical,Public School,North Adams,"09,10,11,12",1.0,0.2,0.2,0.0,2.7,63.0,37.0,12.6,477.0,96.7,1.6,16.0,1.0,5.0,2.0,1.0,480.0,440.0,480.0
1190,Henri A. Yelle,Public School,Norton,"04,05",2.1,2.4,0.3,0.0,5.6,46.9,53.1,22.9,366.0,,,,,,,,,,
1191,J C Solmonese,Public School,Norton,"K,01,02,03",1.0,1.2,0.7,0.0,5.0,51.4,48.6,21.2,432.0,,,,,,,,,,
1192,L G Nourse Elementary,Public School,Norton,"PK,K,01,02,03",3.0,1.9,0.3,0.0,4.3,53.8,46.2,20.0,361.0,,,,,,,,,,
1193,Norton High,Public School,Norton,"09,10,11,12",1.7,1.6,0.0,0.4,1.2,50.6,49.4,19.8,779.0,96.2,1.1,34.0,59.0,92.0,88.0,59.0,520.0,502.0,513.0
1194,Norton Middle,Public School,Norton,"06,07,08",1.7,1.8,0.0,0.2,2.3,50.5,49.5,16.3,615.0,,,,,,,,,,
1195,Grace Farrar Cole,Public School,Norwell,"PK,K,01,02,03,04,05",0.4,1.9,0.2,0.0,3.4,57.3,42.7,19.4,479.0,,,,,,,,,,
1196,Norwell High,Public School,Norwell,"09,10,11,12",0.4,2.1,0.0,0.1,1.3,48.0,52.0,15.6,686.0,98.8,1.2,15.0,54.0,117.0,119.0,73.0,555.0,547.0,555.0
1197,Norwell Middle School,Public School,Norwell,"06,07,08",1.0,2.1,0.0,0.2,1.2,45.1,54.9,19.4,543.0,,,,,,,,,,
